date,total_index,KORCPICORMINMEI,KORCP010000IXOBM,KORCP040000IXOBM,KORCPGRLH02IXOBM,KORCP070000IXOBM,KORCPGRSE01IXOBM,KORCP030000IXOBM,KORCP020000IXOBM,KORCP040100IXOBM,KORCP100000IXOBM,sentiment_index
2010-03-11,90.455894,90.39087,84.93623,85.99136,92.806,100.0312,91.00024,84.62941,64.070724,85.12187,92.78291,0.2673482192812947
2010-03-12,90.46763,90.3938,84.97811,85.99136,92.81203,100.0571,91.00611,84.62941,64.07279,85.12739,92.788864,0.2786264147700165
2010-03-13,90.47936,90.396736,85.01999,85.99136,92.818054,100.083,91.011986,84.62941,64.07486,85.132904,92.794815,0.2907150641527299
2010-03-14,90.49109,90.39967,85.061874,85.99136,92.82409,100.10891,91.01787,84.62941,64.07693,85.13842,92.800766,0.3732421934330131
2010-03-15,90.50282,90.4026,85.10375,85.99136,92.83012,100.13481,91.02374,84.62941,64.078995,85.143936,92.806725,0.2734689508026277
2010-03-16,90.51456,90.40554,85.14563,85.99136,92.83615,100.16072,91.02962,84.62941,64.08106,85.14945,92.812675,0.2371877716643056
2010-03-17,90.52628,90.40848,85.18751,85.99136,92.84218,100.18662,91.0355,84.62941,64.08314,85.15497,92.81863,0.2769127525657572
2010-03-18,90.53802,90.411415,85.229385,85.99136,92.84821,100.21253,91.041374,84.62941,64.085205,85.160484,92.82458,0.2618751585807948
2010-03-19,90.54975,90.414345,85.27126,85.99136,92.85424,100.238434,91.04725,84.62941,64.08727,85.166,92.830536,0.2716053664534175
2010-03-20,90.56148,90.41728,85.31315,85.99136,92.860275,100.26434,91.05313,84.62941,64.08934,85.17152,92.83649,0.2787275516203149
2010-03-21,90.57321,90.42022,85.35503,85.99136,92.8663,100.290245,91.059006,84.62941,64.09141,85.17703,92.84244,0.2243057829128319
2010-03-22,90.584946,90.42315,85.396904,85.99136,92.87233,100.31615,91.06488,84.62941,64.093475,85.18255,92.84839,0.2651221094434441
2010-03-23,90.59668,90.42609,85.43878,85.99136,92.878365,100.34206,91.07076,84.62941,64.09555,85.188065,92.85435,0.28099512531646
2010-03-24,90.608406,90.42902,85.48066,85.99136,92.88439,100.36796,91.07664,84.62941,64.09762,85.19358,92.8603,0.3017743460956808
2010-03-25,90.62014,90.43195,85.522545,85.99136,92.89043,100.39387,91.08252,84.62941,64.099686,85.1991,92.86625,0.2506465265468086
2010-03-26,90.631874,90.43489,85.56442,85.99136,92.896454,100.41977,91.088394,84.62941,64.10175,85.20461,92.8722,0.2534476469949879
2010-03-27,90.6436,90.43783,85.6063,85.99136,92.90249,100.44568,91.09427,84.62941,64.10382,85.21013,92.87816,0.2612884058122456
2010-03-28,90.655334,90.44076,85.64818,85.99136,92.908516,100.47158,91.10015,84.62941,64.10589,85.215645,92.88411,0.2631089332077559
2010-03-29,90.66707,90.443695,85.690056,85.99136,92.91455,100.49749,91.106026,84.62941,64.10796,85.22116,92.89006,0.206986484228164
2010-03-30,90.6788,90.44663,85.73194,85.99136,92.92058,100.52339,91.1119,84.62941,64.11003,85.22668,92.89601,0.1865783209628579
2010-03-31,90.69053,90.44956,85.77382,85.99136,92.92661,100.5493,91.11778,84.62941,64.1121,85.23219,92.90197,0.1865783209628579
2010-04-01,90.70226,90.4525,85.8157,85.99136,92.93264,100.5752,91.12366,84.62941,64.11417,85.23771,92.90792,0.2739732789460512
2010-04-02,90.70532,90.458565,85.80127,85.99715,92.938835,100.5819,91.12973,84.63508,64.11203,85.24341,92.91103,0.2073066122793845
2010-04-03,90.708374,90.46463,85.78685,86.00293,92.94503,100.5886,91.1358,84.64074,64.10989,85.24911,92.91414,0.2251438508649814
2010-04-04,90.71143,90.470695,85.77242,86.00871,92.951225,100.59531,91.14188,84.64641,64.10775,85.25481,92.91725,0.2444182367512993
2010-04-05,90.71449,90.47676,85.757996,86.014496,92.95743,100.602005,91.14796,84.65207,64.10561,85.260506,92.920364,0.2960055383386009
2010-04-06,90.717545,90.48283,85.743576,86.02028,92.96362,100.6087,91.15403,84.65774,64.10348,85.266205,92.92347,0.3640327492229546
2010-04-07,90.720604,90.48889,85.72915,86.02606,92.96982,100.6154,91.1601,84.6634,64.10134,85.27191,92.92658,0.3068898920800975
2010-04-08,90.72366,90.49496,85.71472,86.031845,92.97601,100.6221,91.166176,84.66907,64.099205,85.27761,92.92969,0.2639393785413487
2010-04-09,90.72672,90.50102,85.700294,86.037636,92.98221,100.6288,91.17225,84.674736,64.09706,85.28331,92.9328,0.2115584261603962
2010-04-10,90.729774,90.50709,85.685875,86.04342,92.9884,100.6355,91.17832,84.6804,64.094925,85.28901,92.93591,0.2322699593474349
2010-04-11,90.732834,90.51315,85.67145,86.0492,92.9946,100.642204,91.184395,84.686066,64.09279,85.29471,92.93902,0.2544186398351944
2010-04-12,90.73589,90.51922,85.65702,86.054985,93.00079,100.6489,91.19047,84.69173,64.09065,85.30041,92.94213,0.2904936759102305
2010-04-13,90.738945,90.52528,85.6426,86.06077,93.006996,100.6556,91.19655,84.697395,64.08852,85.30611,92.945244,0.2512779896357207
2010-04-14,90.742004,90.53135,85.628174,86.06655,93.01319,100.6623,91.20262,84.70306,64.08637,85.311806,92.94835,0.30062863898637
2010-04-15,90.74506,90.537415,85.61375,86.072334,93.01939,100.669,91.208694,84.708725,64.084236,85.317505,92.95146,0.3765923578072317
2010-04-16,90.74812,90.54348,85.59932,86.07812,93.02558,100.675705,91.21477,84.714386,64.0821,85.32321,92.954575,0.3646875959024698
2010-04-17,90.751175,90.549545,85.5849,86.0839,93.03178,100.6824,91.22084,84.720055,64.07996,85.32891,92.95768,0.3882734236909502
2010-04-18,90.754234,90.55561,85.57047,86.08968,93.03797,100.6891,91.22691,84.72572,64.07783,85.33461,92.96079,0.3212203061118389
2010-04-19,90.75729,90.561676,85.556046,86.09547,93.04417,100.6958,91.23299,84.731384,64.07568,85.34031,92.9639,0.3264151113066442
2010-04-20,90.760345,90.56774,85.541626,86.10125,93.05037,100.7025,91.23907,84.73705,64.07355,85.34601,92.96701,0.3180117499621063
2010-04-21,90.763405,90.57381,85.5272,86.10703,93.056564,100.7092,91.24514,84.742714,64.07141,85.35171,92.97012,0.2604978353053345
2010-04-22,90.766464,90.57987,85.51277,86.112816,93.06276,100.7159,91.25121,84.74838,64.069275,85.35741,92.97323,0.2797722117225681
2010-04-23,90.769516,90.58594,85.49835,86.1186,93.068954,100.7226,91.257286,84.75404,64.06714,85.363106,92.97634,0.2996134815638379
2010-04-24,90.772575,90.592,85.483925,86.12439,93.07515,100.7293,91.26336,84.75971,64.064995,85.368805,92.979454,0.3124842559336188
2010-04-25,90.775635,90.59807,85.4695,86.13017,93.081345,100.736,91.26943,84.76538,64.06286,85.374504,92.98256,0.4181496966220727
2010-04-26,90.77869,90.60413,85.45508,86.135956,93.08754,100.7427,91.275505,84.77104,64.06072,85.3802,92.98567,0.3480198264922026
2010-04-27,90.781746,90.6102,85.44065,86.14174,93.093735,100.7494,91.28158,84.77671,64.058586,85.38591,92.98878,0.3837341122064883
2010-04-28,90.784805,90.616264,85.42622,86.14752,93.09994,100.7561,91.28766,84.78237,64.05645,85.39161,92.99189,0.4109449965602297
2010-04-29,90.787865,90.62233,85.4118,86.153305,93.10613,100.7628,91.29373,84.78804,64.054306,85.39731,92.995,0.2998338854491186
2010-04-30,90.79092,90.628395,85.39738,86.15909,93.11233,100.7695,91.299805,84.7937,64.05217,85.40301,92.99811,0.2680878537030869
2010-05-01,90.793976,90.63446,85.38295,86.16487,93.11852,100.7762,91.30588,84.79937,64.05003,85.40871,93.00122,0.2093450943681076
2010-05-02,90.791016,90.63736,85.34668,86.16487,93.11852,100.76649,91.30588,84.81585,64.0521,85.41425,93.00122,0.1370129870129871
2010-05-03,90.788055,90.64026,85.3104,86.16487,93.11852,100.75678,91.30588,84.83234,64.05417,85.41981,93.00122,0.1976190476190476
2010-05-04,90.7851,90.643166,85.27413,86.16487,93.11852,100.74707,91.30588,84.848816,64.05624,85.425354,93.00122,0.2095238095238095
2010-05-05,90.78214,90.646065,85.237854,86.16487,93.11852,100.73736,91.30588,84.865295,64.05831,85.43091,93.00122,0.2095238095238096
2010-05-06,90.77918,90.648964,85.201584,86.16487,93.11852,100.72765,91.30588,84.881775,64.06038,85.436455,93.00122,0.1380952380952381
2010-05-07,90.77622,90.65186,85.165306,86.16487,93.11852,100.71794,91.30588,84.89826,64.06245,85.44201,93.00122,0.2015873015873016
2010-05-08,90.77327,90.65477,85.129036,86.16487,93.11852,100.70823,91.30588,84.91474,64.064514,85.447556,93.00122,0.1603174603174604
2010-05-09,90.77031,90.65767,85.09276,86.16487,93.11852,100.698524,91.30588,84.93122,64.06658,85.4531,93.00122,0.1825396825396825
2010-05-10,90.76735,90.66057,85.05649,86.16487,93.11852,100.68881,91.30588,84.94771,64.06865,85.45866,93.00122,0.1349206349206349
2010-05-11,90.76439,90.66347,85.02021,86.16487,93.11852,100.6791,91.30588,84.96419,64.070724,85.4642,93.00122,0.1119321291735085
2010-05-12,90.76143,90.66637,84.98394,86.16487,93.11852,100.669395,91.30588,84.98067,64.07279,85.46976,93.00122,0.081455938697318
2010-05-13,90.75848,90.66927,84.94767,86.16487,93.11852,100.65968,91.30588,84.99715,64.07486,85.4753,93.00122,0.181455938697318
2010-05-14,90.755516,90.67217,84.91139,86.16487,93.11852,100.64997,91.30588,85.01363,64.07693,85.48085,93.00122,0.1859910860896083
2010-05-15,90.752556,90.67507,84.87512,86.16487,93.11852,100.64027,91.30588,85.03011,64.078995,85.486404,93.00122,0.1905262334818985
2010-05-16,90.749596,90.67797,84.838844,86.16487,93.11852,100.630554,91.30588,85.04659,64.08106,85.49195,93.00122,0.1501221930778581
2010-05-17,90.74664,90.68088,84.802574,86.16487,93.11852,100.62084,91.30588,85.06308,64.08314,85.497505,93.00122,0.1391331820888471
2010-05-18,90.74368,90.68378,84.7663,86.16487,93.11852,100.61113,91.30588,85.07956,64.085205,85.50305,93.00122,0.1323597830740688
2010-05-19,90.74072,90.686676,84.73003,86.16487,93.11852,100.601425,91.30588,85.09604,64.08727,85.508606,93.00122,0.0795026402169259
2010-05-20,90.73776,90.689575,84.69375,86.16487,93.11852,100.59171,91.30588,85.112526,64.08934,85.51415,93.00122,0.0604550211693069
2010-05-21,90.73481,90.69248,84.65748,86.16487,93.11852,100.582,91.30588,85.129005,64.09141,85.5197,93.00122,0.0495706674278103
2010-05-22,90.73185,90.69538,84.62121,86.16487,93.11852,100.572296,91.30588,85.145485,64.093475,85.52525,93.00122,0.0132894882894883
2010-05-23,90.72889,90.69828,84.58493,86.16487,93.11852,100.562584,91.30588,85.161964,64.09555,85.5308,93.00122,-0.0415445665445664
2010-05-24,90.72593,90.70118,84.54866,86.16487,93.11852,100.55287,91.30588,85.17845,64.09762,85.536354,93.00122,-0.0876984126984126
2010-05-25,90.72297,90.70408,84.51238,86.16487,93.11852,100.54317,91.30588,85.19493,64.099686,85.5419,93.00122,-0.1531746031746031
2010-05-26,90.72002,90.706985,84.47611,86.16487,93.11852,100.533455,91.30588,85.21141,64.10175,85.54745,93.00122,-0.1460317460317459
2010-05-27,90.71706,90.709885,84.439835,86.16487,93.11852,100.52374,91.30588,85.2279,64.10382,85.553,93.00122,-0.0535147392290248
2010-05-28,90.714096,90.71278,84.403564,86.16487,93.11852,100.51404,91.30588,85.24438,64.10589,85.55855,93.00122,-0.0630385487528344
2010-05-29,90.711136,90.71568,84.36729,86.16487,93.11852,100.504326,91.30588,85.26086,64.10796,85.5641,93.00122,-0.0471655328798185
2010-05-30,90.70818,90.71859,84.33102,86.16487,93.11852,100.49461,91.30588,85.277336,64.11003,85.56965,93.00122,-0.0228891556622648
2010-05-31,90.70522,90.72149,84.29474,86.16487,93.11852,100.48491,91.30588,85.29382,64.1121,85.5752,93.00122,0.0426570628251301
2010-06-01,90.70226,90.72439,84.25847,86.16487,93.11852,100.4752,91.30588,85.3103,64.11417,85.58075,93.00122,0.0997999199679872
2010-06-02,90.70834,90.73049,84.272896,86.167725,93.12785,100.491936,91.315025,85.31313,64.10989,85.58645,93.00122,0.1569427771108444
2010-06-03,90.714424,90.73659,84.287315,86.170586,93.137184,100.50867,91.32417,85.31596,64.10561,85.59215,93.00122,0.0866479925303455
2010-06-04,90.7205,90.74269,84.30174,86.17345,93.146515,100.525406,91.33331,85.3188,64.10134,85.59785,93.00122,0.1937908496732026
2010-06-05,90.72658,90.748795,84.31617,86.1763,93.15584,100.542145,91.34246,85.32163,64.09706,85.603546,93.00122,0.2414098972922503
2010-06-06,90.73266,90.75489,84.3306,86.17915,93.16517,100.55888,91.35161,85.32446,64.09279,85.60925,93.00122,0.2806255835667601
2010-06-07,90.73874,90.760994,84.34502,86.182014,93.1745,100.575615,91.360756,85.32729,64.08852,85.61495,93.00122,0.2880952380952381
2010-06-08,90.74482,90.76709,84.35944,86.184875,93.18383,100.592354,91.3699,85.33013,64.084236,85.62065,93.00122,0.2377551020408163
2010-06-09,90.75089,90.77319,84.37387,86.18773,93.19316,100.60909,91.37904,85.33296,64.07996,85.62635,93.00122,0.3112244897959184
2010-06-10,90.75697,90.7793,84.3883,86.19058,93.202484,100.62583,91.38819,85.33579,64.07568,85.63205,93.00122,0.3344235129949416
2010-06-11,90.763054,90.78539,84.40272,86.19344,93.211815,100.64256,91.39734,85.33862,64.07141,85.63775,93.00122,0.2831812769700969
2010-06-12,90.769135,90.7915,84.417145,86.196304,93.221146,100.6593,91.40649,85.34146,64.06714,85.64345,93.00122,0.2914628504690618
2010-06-13,90.775215,90.7976,84.43157,86.19916,93.23048,100.67604,91.415634,85.34429,64.06286,85.64915,93.00122,0.3295580885642998
2010-06-14,90.78129,90.803696,84.446,86.20201,93.23981,100.69278,91.424774,85.34712,64.058586,85.65485,93.00122,0.3466521056583169
2010-06-15,90.78737,90.8098,84.46042,86.20487,93.24914,100.70951,91.43392,85.34995,64.054306,85.660545,93.00122,0.465390510111007
2010-06-16,90.79345,90.8159,84.474846,86.20773,93.25847,100.72625,91.44307,85.35278,64.05003,85.666245,93.00122,0.3743387047734874
2010-06-17,90.79953,90.822,84.48927,86.21059,93.26779,100.74299,91.45222,85.35562,64.04576,85.67195,93.00122,0.3670126974474801
2010-06-18,90.80561,90.8281,84.50369,86.21344,93.27712,100.75972,91.461365,85.35845,64.04148,85.67765,93.00122,0.3760471412645327
2010-06-19,90.81168,90.8342,84.51812,86.2163,93.28645,100.77646,91.470505,85.36128,64.03721,85.68335,93.00122,0.3850815850815851
2010-06-20,90.817764,90.8403,84.53255,86.21916,93.295784,100.7932,91.47965,85.36411,64.03293,85.68905,93.00122,0.3787323787323788
2010-06-21,90.823845,90.846405,84.546974,86.222015,93.305115,100.80994,91.4888,85.36695,64.028656,85.69475,93.00122,0.4151531008673866
2010-06-22,90.829926,90.8525,84.56139,86.22487,93.31444,100.82667,91.49795,85.36978,64.02438,85.70045,93.00122,0.351516737231023
2010-06-23,90.836006,90.858604,84.57582,86.22773,93.32377,100.84341,91.507095,85.37261,64.0201,85.70615,93.00122,0.3564007421150278
2010-06-24,90.84208,90.86471,84.59025,86.23059,93.3331,100.860146,91.516235,85.37544,64.01583,85.711845,93.00122,0.3282622139764998
2010-06-25,90.84816,90.870804,84.604675,86.233444,93.34243,100.876884,91.52538,85.37828,64.01155,85.717545,93.00122,0.3299938157081015
2010-06-26,90.85424,90.87691,84.619095,86.2363,93.35176,100.893616,91.53453,85.38111,64.00728,85.72325,93.00122,0.3317254174397032
2010-06-27,90.86032,90.883,84.63352,86.23916,93.36109,100.910355,91.54368,85.38394,64.003006,85.72895,93.00122,0.3135848278705423
2010-06-28,90.8664,90.88911,84.64795,86.24202,93.37042,100.92709,91.552826,85.38677,63.998726,85.73465,93.00122,0.3054215625644198
2010-06-29,90.872475,90.89521,84.66238,86.24487,93.379745,100.94383,91.561966,85.38961,63.994453,85.74035,93.00122,0.2521748093176665
2010-06-30,90.878555,90.901306,84.676796,86.24773,93.38908,100.96056,91.57111,85.39244,63.990177,85.74605,93.00122,0.3220160791589364
2010-07-01,90.884636,90.90741,84.69122,86.25059,93.39841,100.9773,91.58026,85.39527,63.9859,85.75175,93.00122,0.3660276231704804
2010-07-02,90.89936,90.91328,84.76099,86.25895,93.4044,100.97082,91.58324,85.39527,63.99004,85.75451,93.004196,0.2993609565038137
2010-07-03,90.914085,90.91915,84.83075,86.26731,93.4104,100.964325,91.586205,85.39527,63.994175,85.75726,93.00717,0.232694289837147
2010-07-04,90.92881,90.92502,84.90051,86.27567,93.4164,100.95784,91.58918,85.39527,63.998314,85.760025,93.01015,0.1357555143269429
2010-07-05,90.943535,90.930885,84.97027,86.284035,93.42239,100.951355,91.592155,85.39527,64.00245,85.76278,93.01313,0.0829343858755624
2010-07-06,90.95826,90.93676,85.04003,86.2924,93.42839,100.94487,91.59513,85.39527,64.00659,85.76554,93.016106,0.1831199146325197
2010-07-07,90.972984,90.94263,85.109795,86.30076,93.43439,100.93838,91.5981,85.39527,64.01073,85.768295,93.01908,0.1259770574896626
2010-07-08,90.98771,90.948494,85.17956,86.30912,93.440384,100.93189,91.601074,85.39527,64.01486,85.77106,93.02206,0.042076830732293
2010-07-09,91.00243,90.95437,85.24932,86.31748,93.44638,100.92541,91.60405,85.39527,64.019005,85.77381,93.02503,0.0896958783513406
2010-07-10,91.01716,90.960236,85.319084,86.32584,93.45238,100.918915,91.60702,85.39527,64.02314,85.77657,93.02801,0.1373149259703882
2010-07-11,91.03188,90.96611,85.38885,86.334206,93.458374,100.91243,91.60999,85.39527,64.027275,85.77933,93.03098,0.2587434973989597
2010-07-12,91.04661,90.97198,85.45861,86.34257,93.46437,100.905945,91.61297,85.39527,64.03142,85.78209,93.03396,0.267482993197279
